domain	alnlen	evalue	bits
d1hqsa_.pdb	423	1.346e-87	3692.0
d1n1ba2.pdb	315	2.217e-43	2438.0
d2v0na1.pdb	139	1.134e-26	992.0
d1m6ex_.pdb	359	1.058e-81	3157.0
d1hxma1.pdb	120	3.012e-25	1136.0
d1wvka_.pdb	86	6.401e-20	616.0
d1x1fa1.pdb	136	5.5e-28	1156.0
d2voua1.pdb	265	1.15e-59	2325.0
d2b0aa1.pdb	186	1.865e-45	1736.0
d1wdka4.pdb	310	2.119e-60	2573.0
d1qasa2.pdb	126	4.412e-26	1199.0
d2ftwa2.pdb	334	2.72e-76	3009.0
d1y08a_.pdb	286	1.158e-68	2580.0
d1dcqa1.pdb	154	1.937e-28	1244.0
d1n5ua1.pdb	195	1.114e-27	1437.0
d1y7ta2.pdb	173	1.801e-36	1411.0
d2zkoa_.pdb	70	4.512e-11	443.0
d3bexa1.pdb	118	1.354e-26	977.0
d1oewa_.pdb	328	2.704e-73	3100.0
d1qqga2.pdb	104	8.538e-21	929.0
d1wvha1.pdb	132	1.303e-28	1217.0
d3cdda1.pdb	149	1.604e-32	1262.0
d1i77a_.pdb	107	3.846e-24	852.0
d1k0ma1.pdb	149	8.071e-28	1168.0
d1vcla2.pdb	133	2.017e-28	1241.0
d2g5ca1.pdb	107	8.021e-17	651.0
d2i53a1.pdb	144	2.904e-22	1107.0
d1bi5a2.pdb	154	4.446e-34	1312.0
d1wdka1.pdb	117	1.183e-23	925.0
d1v89a_.pdb	118	1.145e-23	993.0
d2hjja1.pdb	66	7.155e-14	535.0
d2pg4a1.pdb	92	1.847e-17	664.0
d3e9ta_.pdb	112	2.227e-23	1058.0
d1i2ta_.pdb	61	3.232e-09	384.0
d1k0ra4.pdb	104	2.937e-20	749.0
d1mpxa1.pdb	233	3.218e-52	2202.0
d2gcla1.pdb	230	6.858e-46	2073.0
d1kola2.pdb	195	2.269e-45	1683.0
d2bjfa_.pdb	328	2.548e-71	2948.0
d2xhsa_.pdb	243	6.611e-36	1826.0
d1od5a1.pdb	209	7.487e-46	1917.0
d2h3ka1.pdb	144	9.067e-31	1340.0
d1hyrc2.pdb	181	2.364e-37	1562.0
d1wpxa_.pdb	421	1.342e-97	3853.0
d2bona1.pdb	285	3.403e-70	2669.0
d1v6ga2.pdb	40	7.424e-07	276.0
d1ve3a1.pdb	212	1.293e-47	1828.0
d1jdha_.pdb	508	6.027e-64	3880.0
d1gr0a1.pdb	243	2.242e-53	2140.0
d3hhha_.pdb	102	2.59e-18	690.0
d1g41a_.pdb	334	1.937e-63	2756.0
d1gxea_.pdb	130	8.791e-28	1171.0
d1qwra_.pdb	315	2.53e-67	2970.0
d3m7qb_.pdb	61	3.645e-13	504.0
d1bpva_.pdb	104	7.788e-21	951.0
d1neua_.pdb	115	1.047e-26	1126.0
d1y14b1.pdb	86	2.593e-17	768.0
d2grja_.pdb	179	3.924e-36	1352.0
d1jeyb1.pdb	304	6.339e-60	2498.0
d1dkra1.pdb	157	4.119e-35	1293.0
d1wp0a1.pdb	160	4.759e-36	1382.0
d3pc7a_.pdb	81	1.412e-18	682.0
d1gg2g_.pdb	54	6.239e-08	286.0
d1gg3a1.pdb	106	2.082e-17	819.0
d1l0oc_.pdb	57	1.956e-09	391.0
d1mjul1.pdb	112	1.281e-23	1049.0
d1y0ma_.pdb	61	1.053e-11	523.0
d2cclb1.pdb	59	2.605e-09	373.0
d2f01a_.pdb	121	2.237e-22	1045.0
d1w41a1.pdb	98	3.122e-23	799.0
d2g9wa1.pdb	119	4.296e-21	776.0
d2uubm1.pdb	125	6.549e-24	912.0
d2zkmx4.pdb	299	3.723e-71	2681.0
d1xlqa_.pdb	106	2.922e-24	917.0
d2akra2.pdb	178	5.339e-35	1499.0
d3zsja_.pdb	138	3.119e-29	1328.0
d1f5ma_.pdb	176	2.551e-39	1546.0
d2ieaa1.pdb	213	2.775e-49	1908.0
d1rdqe_.pdb	342	3.375e-70	2926.0
d1coja2.pdb	122	5.891e-27	1002.0
d1ihua2.pdb	250	1.369e-52	2019.0
d1dv1a2.pdb	113	2.953e-25	922.0
d1ojta3.pdb	128	1.081e-28	1054.0
d1x9ba_.pdb	53	1.472e-08	353.0
d1yl7a1.pdb	135	4.668e-28	1067.0
d1bbha_.pdb	131	1.524e-20	945.0
d1kb0a1.pdb	97	6.016e-22	786.0
d1n8yc3.pdb	152	6.897e-34	1325.0
d1sfxa_.pdb	109	2.048e-19	743.0
d2tbva_.pdb	286	1.235e-55	2561.0
d1tlta1.pdb	164	2.511e-36	1346.0
d2vzsa5.pdb	339	8.409e-80	3078.0
d2eb0a_.pdb	304	1.828e-64	2664.0
d1vqra_.pdb	284	1.778e-40	2199.0
d1a8ya2.pdb	102	2.2e-22	811.0
d1lyva_.pdb	283	2.569e-60	2408.0
d3kffa_.pdb	152	4.636e-31	1356.0
d1rxta2.pdb	201	8.103e-46	1719.0
d2a5za1.pdb	239	2.496e-47	2157.0
d1o6za1.pdb	142	4.772e-31	1180.0
d2p3ha1.pdb	98	1.627e-19	803.0
d1b8ta2.pdb	65	1.177e-10	379.0
d1d8ca_.pdb	709	0.0	6216.0
d2qcka_.pdb	159	2.584e-33	1431.0
d1ng0a_.pdb	192	2.768e-42	1766.0
d1yoca1.pdb	145	1.56e-32	1311.0
d3e96a_.pdb	296	1.249e-59	2554.0
d3ivra_.pdb	394	1.417e-91	3604.0
d3neda_.pdb	228	7.103e-53	2232.0
d1x8da1.pdb	104	6.686e-23	882.0
d2q7wa_.pdb	379	3.385e-76	3305.0
d2pspa2.pdb	53	6.132e-11	393.0
d2pu9a_.pdb	110	8.129e-22	838.0
d3brda2.pdb	148	9.436e-31	1325.0
d1njha_.pdb	108	6.2e-21	985.0
d1ygya4.pdb	135	4.809e-30	1141.0
d3bw6a_.pdb	137	3.167e-29	1160.0
d1p8kz2.pdb	129	4.941e-28	1063.0
d1z54a1.pdb	132	1.126e-28	1100.0
d1vyfa_.pdb	135	1.124e-23	1127.0
d2mcma_.pdb	112	1.825e-21	1025.0
d1gkza2.pdb	168	3.037e-40	1539.0
d1vq8v1.pdb	65	9.837e-10	384.0
d1x9fc_.pdb	149	3.02e-21	1057.0
d2o14a2.pdb	208	4.146e-46	1745.0
d1ysqa_.pdb	181	1.117e-42	1571.0
d3oaed_.pdb	421	4.11e-91	3843.0
d2dloa1.pdb	35	3.49e-07	273.0
d2fhfa4.pdb	118	2.52e-25	1017.0
d1c17m_.pdb	142	1.666e-19	865.0
d1g2qa_.pdb	178	1.377e-39	1595.0
d2a2la1.pdb	142	4.456e-31	1179.0
d3imab_.pdb	84	8.398e-15	685.0
d1mdal_.pdb	121	2.654e-27	1066.0
d1r79a_.pdb	84	1.592e-16	631.0
d1sfla_.pdb	230	4.546e-48	1943.0
d1k2x.1.pdb	156	6.822e-34	1238.0
d1wfna1.pdb	106	2.234e-21	981.0
d2hc5a1.pdb	109	2.417e-22	861.0
d1zroa2.pdb	310	1.795e-46	2436.0
d1e6ia_.pdb	110	7.43e-19	822.0
d1iwga4.pdb	97	2.621e-21	830.0
d1rkta2.pdb	123	4.331e-20	855.0
d1y0ya1.pdb	78	3.046e-15	680.0
d2cx1a1.pdb	93	1.979e-21	774.0
d2nnua_.pdb	201	1.958e-41	1709.0
d1nhpa1.pdb	198	2.996e-47	1791.0
d2cb2a1.pdb	307	2.124e-67	2715.0
d1rl6a1.pdb	75	1.947e-14	607.0
d1kjqa2.pdb	111	6.564e-23	882.0
d1xe7a_.pdb	186	2.236e-41	1725.0
d3pr1a_.pdb	172	3.002e-38	1414.0
d2b3za1.pdb	214	8.007e-48	1863.0
d1j8ba_.pdb	92	2.818e-15	587.0
d1q1ha_.pdb	85	1.009e-16	624.0
d1u5tb1.pdb	94	2.217e-19	721.0
d2ax3a2.pdb	211	8.361e-45	1782.0
d1jiha2.pdb	389	4.913e-84	3387.0
d3t6ka_.pdb	122	5.227e-25	921.0
d2ivda2.pdb	108	1.118e-21	906.0
d3nxua_.pdb	457	1.333e-77	3877.0
d2h6ua_.pdb	114	4.459e-25	1081.0
d3r6ua_.pdb	272	2.527e-65	2404.0
d1whga_.pdb	113	6.185e-22	929.0
d2i7na2.pdb	212	1.726e-46	1824.0
d1j26a_.pdb	112	2.385e-23	855.0
d1t11a1.pdb	129	1.698e-19	842.0
d1v95a_.pdb	130	1.222e-28	1057.0
d2liga_.pdb	157	3.016e-22	1048.0
d1tjoa_.pdb	180	2.32e-26	1285.0
d2oa4a1.pdb	93	2.159e-19	715.0
d2r25b_.pdb	133	1.719e-28	1043.0
d1knya1.pdb	128	5.737e-21	923.0
d1ryph_.pdb	205	3.114e-44	1790.0
d3cpta_.pdb	119	3.324e-24	952.0
d1l6pa_.pdb	121	7.567e-24	1122.0
d1vyhc1.pdb	310	3.582e-64	2954.0
d1bxda_.pdb	161	5.924e-36	1374.0
d1vj0a2.pdb	182	2.315e-37	1460.0
d1unnc_.pdb	111	5.848e-25	937.0
d2g2ca1.pdb	152	3.31e-34	1280.0
d1gh5a_.pdb	87	3.591e-17	809.0
d1mwza_.pdb	73	5.52e-16	611.0
d1s6la2.pdb	132	1.345e-27	1129.0
d2dara1.pdb	32	3.108e-06	252.0
d2ffta1.pdb	83	6.498e-13	449.0
d2fg1a_.pdb	157	5.02e-36	1338.0
d1c1da2.pdb	148	2.347e-33	1232.0
d1uj2a_.pdb	213	3.886e-47	1766.0
d1lvaa3.pdb	64	2.264e-12	462.0
d1ml8a_.pdb	131	4.118e-30	1105.0
d1x4za1.pdb	108	1.302e-20	958.0
d2q9oa3.pdb	216	4.287e-53	2018.0
d1l6ja3.pdb	59	1.259e-13	538.0
d1l8wa_.pdb	271	2.14e-42	2018.0
d1y14b2.pdb	68	2.365e-13	518.0
d2a6aa1.pdb	103	3.227e-21	776.0
d3of4a_.pdb	208	4.188e-41	1706.0
d1r8ea1.pdb	118	9.834e-21	777.0
d1t95a1.pdb	75	4.319e-13	497.0
d1uoua3.pdb	99	1.516e-20	775.0
d2czda_.pdb	206	2.489e-42	1681.0
d1rq0a_.pdb	319	1.132e-63	2551.0
d1jjcb2.pdb	75	9.979e-16	596.0
d1nvma2.pdb	289	4.306e-60	2546.0
d1kaga_.pdb	158	4.588e-32	1271.0
d256ba_.pdb	106	5.555e-14	671.0
d2jnea1.pdb	71	3.201e-14	603.0
d2sici_.pdb	107	3.554e-23	940.0
d1a0pa1.pdb	91	6.478e-15	614.0
d1fm0d_.pdb	81	4.766e-19	695.0
d1h2sb_.pdb	60	3.892e-08	318.0
d1iz5a2.pdb	121	1.787e-24	1061.0
d1xdtr_.pdb	41	4.233e-09	341.0
d1xn8a_.pdb	131	1.838e-23	942.0
d2f5tx1.pdb	92	2.78e-21	842.0
d3d37a1.pdb	166	1.017e-38	1572.0
d1p1ma2.pdb	281	6.607e-65	2442.0
d1ivya_.pdb	452	0.0	4216.0
d1lcfa2.pdb	357	8.307e-82	3193.0
d2ffsa1.pdb	146	3.836e-29	1252.0
d1hw1a1.pdb	74	1.634e-14	534.0
d1ks9a1.pdb	124	3.713e-19	881.0
d1tocr2.pdb	63	4.746e-14	535.0
d1vjoa_.pdb	377	1.08e-84	3310.0
d1ykhb1.pdb	114	7.063e-16	620.0
d2df7a1.pdb	419	1.811e-92	3792.0
d1ut9a1.pdb	507	1.946e-97	4561.0
d1j93a_.pdb	343	3.488e-70	2998.0
d1gnwa1.pdb	126	7.007e-19	893.0
d1pg5b1.pdb	92	4.768e-21	798.0
d1whma_.pdb	92	1.462e-17	782.0
d2f2ca2.pdb	106	1.642e-16	778.0
d2yrba1.pdb	142	1.509e-28	1294.0
d1oqca_.pdb	112	8.247e-20	852.0
d1rmda2.pdb	86	1.856e-19	712.0
d1tnra_.pdb	144	5.85e-29	1314.0
d2if5a_.pdb	115	5.864e-24	890.0
d3eyea_.pdb	153	3.582e-34	1268.0
d2hy5c1.pdb	101	4.18e-22	823.0
d3tdta_.pdb	274	2.59e-53	2379.0
d1vl4a_.pdb	428	4.507e-94	3969.0
d1ldja3.pdb	276	1.294e-53	2207.0
d2b5xa1.pdb	143	5.694e-34	1248.0
d3cmba1.pdb	264	1.865e-56	2492.0
d1wlga_.pdb	293	1.078e-54	2696.0
d1bl0a2.pdb	62	9.439e-13	485.0
d1ciya3.pdb	223	2.471e-31	1651.0
d1tsja_.pdb	117	4.442e-25	1026.0
d1e5da2.pdb	249	1.114e-61	2256.0
d1xkta_.pdb	260	2.665e-56	2277.0
d1v76a_.pdb	92	1.454e-18	786.0
d2c4wa_.pdb	168	4.894e-33	1320.0
d1h98a_.pdb	77	5.974e-18	658.0
d1hzfa_.pdb	302	7.045e-47	2425.0
d2qam01.pdb	56	2.262e-10	383.0
d2qazd_.pdb	112	2.219e-23	977.0
d1fdra2.pdb	148	6.171e-33	1241.0
d1ypqa1.pdb	131	5.458e-29	1203.0
d1omra_.pdb	201	2.142e-32	1594.0
d1xpua3.pdb	282	7.328e-64	2392.0
d1t6aa_.pdb	124	1.854e-22	913.0
d2cvza1.pdb	132	9.971e-21	953.0
d2qrra1.pdb	97	9.359e-18	769.0
d1n67a2.pdb	191	5.068e-44	1816.0
d2cfca_.pdb	250	1.315e-54	2128.0
d1xk7a_.pdb	407	1.581e-91	3522.0
d1yira2.pdb	141	2.309e-28	1113.0
d3hxia_.pdb	182	1.46e-39	1636.0
d2nxfa1.pdb	314	6.003e-75	2882.0
d1ywqa1.pdb	199	5.821e-38	1585.0
d1e6ba2.pdb	80	7.895e-18	652.0
d1kfwa2.pdb	61	1.28e-13	545.0
d1ll8a_.pdb	114	1.23e-24	966.0
d1rjwa2.pdb	168	1.707e-35	1387.0
d3b9ca_.pdb	134	4.294e-28	1307.0
d1lc0a2.pdb	118	1.181e-25	1007.0
d1w2fa_.pdb	276	9.942e-58	2420.0
d3cswa_.pdb	274	3.9e-62	2454.0
d1pcea_.pdb	60	5.002e-13	503.0
d1q8ka2.pdb	117	7.428e-26	969.0
d2a7ka1.pdb	229	3.906e-49	1935.0
d1flca1.pdb	156	8.901e-34	1487.0
d2dpfa_.pdb	111	1.576e-23	1057.0
d2je6b2.pdb	86	3.827e-16	669.0
d1c4ka2.pdb	462	1.162e-102	4107.0
d1dmla2.pdb	126	6.112e-26	1143.0
d1plqa1.pdb	126	3.193e-24	1084.0
d2bzea1.pdb	132	4.036e-30	1111.0
d2hi6a1.pdb	132	2.584e-31	1146.0
d1alna1.pdb	150	3.477e-35	1284.0
d1kapp1.pdb	224	3.858e-44	2031.0
d1uhua_.pdb	105	4.486e-19	812.0
d1yqea1.pdb	278	1.202e-63	2541.0
d1ptfa_.pdb	87	1.921e-18	699.0
d1z0xa1.pdb	68	5.722e-12	462.0
d2bdva1.pdb	213	3.539e-51	1982.0
d1aiea_.pdb	31	0.0003909	153.0
d1aiha_.pdb	170	1.918e-34	1405.0
d2zdpa_.pdb	110	6.573e-23	897.0
d1ewfa1.pdb	217	2.724e-43	1878.0
d1wd3a1.pdb	319	7.88e-71	3063.0
d1hgxa_.pdb	164	4.207e-35	1462.0
d1tzza2.pdb	131	2.49e-28	1089.0
d2gaua1.pdb	81	5.773e-16	623.0
d2qklb1.pdb	90	1.526e-16	687.0
d3tlfa_.pdb	253	1.405e-56	2131.0
d1s5ua_.pdb	129	2.2e-25	1092.0
d2htja1.pdb	73	3.89e-15	569.0
d1ltla_.pdb	239	3.213e-52	2031.0
d2q3za2.pdb	114	7.258e-22	1069.0
d1iyba_.pdb	208	3.417e-51	1934.0
d1u7pa_.pdb	164	1.851e-38	1392.0
d1bmra_.pdb	67	1.601e-15	582.0
d1esca_.pdb	302	1.932e-67	2659.0
d3cq1a_.pdb	99	2.828e-22	799.0
d1cwva4.pdb	91	1.466e-18	795.0
d1nhpa2.pdb	123	5.123e-29	1045.0
d1x49a1.pdb	85	2.195e-17	701.0
d2hdsa_.pdb	358	7.489e-74	3235.0
d1uzca_.pdb	69	7.097e-11	484.0
d1y7na1.pdb	79	6.291e-18	690.0
d2bz6l_.pdb	53	1.827e-11	419.0
d2de6a1.pdb	142	5.899e-31	1287.0
d3ezqa_.pdb	115	1.291e-16	685.0
d3tpma_.pdb	422	1.392e-57	3260.0
d2iela1.pdb	132	2.573e-28	1079.0
d1h3ga2.pdb	82	1.833e-16	719.0
d1rmja_.pdb	107	9.665e-26	934.0
d2wkja_.pdb	298	1.238e-57	2503.0
d2para_.pdb	175	3.431e-27	1322.0
d1j3ea_.pdb	115	1.689e-22	896.0
d1qwda_.pdb	167	6.233e-34	1516.0
d2gsqa1.pdb	127	3.937e-20	949.0
d3lada2.pdb	119	1.345e-27	1017.0
d1lm5a_.pdb	189	1.188e-38	1544.0
d1vpqa_.pdb	260	1.894e-58	2250.0
d1h3la_.pdb	75	1.973e-11	473.0
d1hv8a1.pdb	208	1.019e-45	1697.0
d3gdfa_.pdb	267	7.046e-61	2329.0
d2x9aa_.pdb	61	6.292e-12	547.0
d1chua2.pdb	251	3.409e-58	2214.0
d1vpka2.pdb	123	5.978e-25	1067.0
d3ks9a_.pdb	445	3.529e-102	3952.0
d1igra2.pdb	172	2.857e-37	1536.0
d1tq4a_.pdb	396	4.132e-69	3299.0
d1vcoa2.pdb	272	5.221e-60	2324.0
d1wzva1.pdb	150	3.126e-33	1273.0
d2nooa_.pdb	496	0.0	4544.0
d1rp0a1.pdb	278	2.65e-64	2397.0
d1mjsa_.pdb	178	2.679e-42	1645.0
d2fsja1.pdb	161	1.878e-35	1348.0
d1jfma_.pdb	174	2.394e-35	1486.0
d1zp6a1.pdb	176	3.482e-39	1539.0
d1afpa_.pdb	51	3.561e-11	449.0
d1buoa_.pdb	121	1.136e-25	937.0
d1klla_.pdb	128	3.017e-29	1113.0
d1xdya_.pdb	263	4.561e-65	2434.0
d3d9ta1.pdb	87	6.72e-21	746.0
d1lura_.pdb	325	3.949e-71	3108.0
d2qqra1.pdb	59	1.445e-10	438.0
d3dhwc1.pdb	240	5.211e-53	2070.0
d1vm0a_.pdb	93	1.23e-18	717.0
d2gupa1.pdb	114	5.125e-26	951.0
d1gp0a_.pdb	133	2.542e-31	1236.0
d1lrza1.pdb	65	4.169e-08	332.0
d1no5a_.pdb	100	5.469e-22	801.0
d1vq8y1.pdb	142	1.147e-31	1139.0
d2b2na1.pdb	308	2.008e-73	2789.0
d1ufxa_.pdb	103	9.143e-21	840.0
d2bo9b2.pdb	119	4.673e-23	1004.0
d2voca_.pdb	110	8.744e-25	891.0
d1dxya2.pdb	131	4.74e-30	1117.0
d1va9a1.pdb	109	6.047e-21	970.0
d3bdua1.pdb	53	7.303e-10	452.0
d3qzra_.pdb	180	7.595e-39	1723.0
d1ok8a1.pdb	97	5.55e-19	882.0
d1zfja1.pdb	350	5.791e-80	2951.0
d1xqaa_.pdb	112	6.864e-25	964.0
d2h7xa1.pdb	278	2.154e-60	2434.0
d1t3ta1.pdb	68	4.299e-13	494.0
d1tq1a_.pdb	119	3.599e-27	989.0
d2bjqa1.pdb	170	6.643e-35	1609.0
d1h5wa_.pdb	249	4.219e-53	2074.0
d2g39a1.pdb	221	1.417e-47	1903.0
d1ps9a1.pdb	330	1.172e-77	2922.0
d1uf3a_.pdb	228	5.363e-52	2005.0
d1coja1.pdb	89	3.406e-16	647.0
d1hdoa_.pdb	205	1.428e-46	1814.0
d2gnoa2.pdb	198	2.667e-43	1609.0
d1obba2.pdb	307	1.643e-62	2464.0
d2fhpa1.pdb	182	1.41e-40	1525.0
d1jbaa_.pdb	189	6.088e-32	1469.0
d1rjuv_.pdb	36	3.035e-07	276.0
d1rl0a_.pdb	255	1.009e-59	2257.0
d2hqsc_.pdb	107	1.672e-24	887.0
d1ad2a_.pdb	224	1.495e-54	1991.0
d1yl7a2.pdb	109	2.768e-24	912.0
d2pbfa_.pdb	218	1.881e-48	1902.0
d1na6a1.pdb	172	2e-40	1515.0
d2ddfa_.pdb	253	4.815e-61	2274.0
d1i1ja_.pdb	106	2.348e-21	930.0
d1sxja1.pdb	146	3.3e-26	1088.0
d1usra_.pdb	447	4.694e-93	4420.0
d1jvba2.pdb	170	1.308e-34	1353.0
d2gc9a1.pdb	178	2.037e-37	1581.0
d1ek9a_.pdb	428	6.962e-63	3215.0
d1epwa1.pdb	218	3.439e-47	2057.0
d2ayia1.pdb	397	2.051e-91	3518.0
d3mvua_.pdb	225	1.78e-30	1688.0
d1u5ta1.pdb	145	4.35e-27	1056.0
d2al6a2.pdb	110	6.662e-21	936.0
d3f1pb_.pdb	111	1.695e-24	982.0
d1jhfa1.pdb	71	7.3e-14	513.0
d1mkma2.pdb	171	1.604e-41	1465.0
d1z8ha_.pdb	202	5.753e-47	1741.0
d1o70a1.pdb	140	6.173e-30	1182.0
d1uaaa2.pdb	330	5.39e-65	2718.0
d1k1xa2.pdb	252	6.594e-49	2355.0
d1tvfa2.pdb	301	1.063e-64	2609.0
d1ex2a_.pdb	185	1.795e-41	1611.0
d1tz9a_.pdb	344	9.055e-76	2963.0
d1nzya_.pdb	269	7.782e-57	2244.0
d2ocla_.pdb	254	1.231e-60	2296.0
d1z84a2.pdb	156	1.021e-35	1322.0
d2qs8a1.pdb	96	5.904e-20	855.0
d1beda_.pdb	181	1.984e-38	1526.0
d1tkea2.pdb	162	2.297e-34	1377.0
d2gmwa1.pdb	182	4.42e-44	1601.0
d1bd0a2.pdb	233	2.366e-52	2044.0
d2ji7a1.pdb	175	2.278e-37	1463.0
d1nh1a_.pdb	290	5.982e-52	2443.0
d3iija_.pdb	175	5.814e-39	1443.0
d1oksa_.pdb	53	8.332e-08	308.0
d1qp8a1.pdb	181	4.5e-40	1546.0
d2q9oa1.pdb	162	2.269e-38	1544.0
d1dcta_.pdb	324	4.399e-79	3000.0
d2dula1.pdb	367	1.611e-84	3310.0
d1z6om1.pdb	191	3.158e-29	1446.0
d2oh3a1.pdb	149	1.651e-22	1019.0
d7reqb1.pdb	460	3.79e-83	3879.0
d1oxja1.pdb	62	6.216e-10	400.0
d1r9da_.pdb	786	0.0	7001.0
d2hzfa_.pdb	110	5.014e-25	907.0
d3cwca_.pdb	369	7.869e-83	3244.0
d2nw8a1.pdb	262	9.029e-38	2019.0
d1m6ya2.pdb	192	1.98e-46	1675.0
d2j4ba1.pdb	129	2.103e-22	935.0
d3eofa_.pdb	248	3.069e-49	1979.0
d1jfra_.pdb	260	7.735e-61	2352.0
d2v9va1.pdb	61	2.108e-11	435.0
d3q46a_.pdb	178	1.915e-40	1587.0
d1jbja1.pdb	86	1.274e-16	718.0
d1sbya_.pdb	254	8.544e-54	2243.0
d1kv7a1.pdb	140	2.699e-30	1319.0
d1z7ma1.pdb	311	4.4e-66	2658.0
d1p9ga_.pdb	41	1.292e-08	331.0
d1p9ya_.pdb	117	3.749e-24	893.0
d1xqba_.pdb	186	1.308e-39	1629.0
d1wpua_.pdb	147	2.954e-34	1203.0
d2owna1.pdb	147	6.742e-31	1260.0
d1kkea2.pdb	143	2.844e-30	1384.0
d1v2za_.pdb	106	3.827e-16	692.0
d2e2dc_.pdb	180	1.259e-42	1688.0
d1bw3a_.pdb	125	6.557e-29	1137.0
d1mkya2.pdb	169	4.648e-36	1417.0
d2qalt1.pdb	85	3.146e-12	556.0
d1a1va1.pdb	136	1.169e-31	1156.0
d1r5ba2.pdb	68	1.301e-12	520.0
d1wfqa_.pdb	89	9.295e-18	751.0
d2f4mb_.pdb	61	3.224e-09	369.0
d2f5ga_.pdb	130	7.036e-27	1052.0
d1e3ha1.pdb	83	9.053e-13	566.0
d1h7za_.pdb	191	7.726e-40	1770.0
d1wiva_.pdb	73	9.232e-12	452.0
d1xdza_.pdb	238	1.647e-55	2038.0
d1lq9a_.pdb	112	3.815e-24	913.0
d1vpya_.pdb	251	7.718e-57	2166.0
d1q3xa1.pdb	242	5.714e-54	2264.0
d1xwdb1.pdb	105	1.817e-19	870.0
d2e1za2.pdb	205	3.573e-47	1755.0
d1eysh2.pdb	37	4.44e-06	199.0
d1eyva_.pdb	131	5.724e-19	942.0
d1mwqa_.pdb	100	1.118e-23	837.0
d1w8oa2.pdb	142	4.392e-32	1344.0
d2o23a_.pdb	248	3.195e-56	2138.0
d1xg8a_.pdb	108	1.896e-24	889.0
d2eena_.pdb	177	2.036e-33	1465.0
d1meka_.pdb	120	1.649e-29	1033.0
d1fl2a1.pdb	184	8.522e-45	1657.0
d1vq8m1.pdb	194	2.823e-40	1555.0
d2ilka_.pdb	155	8.834e-25	1032.0
d3eoja_.pdb	358	4.592e-78	3329.0
d2dt4a_.pdb	143	9.533e-28	1311.0
d1d1da1.pdb	80	2.385e-14	602.0
d1ewqa3.pdb	146	4.551e-33	1233.0
d1vdwa_.pdb	248	2.383e-57	2170.0
d3ksva_.pdb	141	6.337e-28	1103.0
d1nj1a2.pdb	71	4.094e-17	626.0
d3ejja_.pdb	148	1.602e-26	1191.0
d1l1qa_.pdb	181	1.431e-42	1655.0
d2nwba_.pdb	379	1.47e-57	3122.0
d1vj7a1.pdb	172	1.245e-24	1243.0
d2nr4a1.pdb	191	1.363e-40	1686.0
d1nm3a2.pdb	163	2.131e-38	1418.0
d2bwqa_.pdb	122	1.019e-25	1136.0
d3grda_.pdb	133	5.866e-26	1095.0
d1jz8a3.pdb	207	3.785e-46	1963.0
d2b25a1.pdb	254	2.982e-60	2283.0
d1zx8a1.pdb	124	2.295e-24	1116.0
d3eeqa2.pdb	196	2.257e-44	1680.0
d1syya_.pdb	317	1.785e-44	2483.0
d1aqea_.pdb	110	2.436e-23	856.0
d1doia_.pdb	128	2.276e-29	1102.0
d1hx6a2.pdb	140	5.25e-33	1287.0
d1vh4a_.pdb	410	5.405e-67	3350.0
d3bwga1.pdb	78	1.776e-14	538.0
d3gxba_.pdb	177	1.487e-40	1540.0
d1t56a1.pdb	73	4.708e-12	496.0
d2i8ta_.pdb	149	1.886e-35	1376.0
d3rnqa_.pdb	112	2.945e-23	1072.0
d1qk7a_.pdb	32	4.16e-07	264.0
d1qkia2.pdb	297	6.835e-65	2610.0
d3h7oa_.pdb	228	1.165e-48	2080.0
d1ve2a1.pdb	222	1.698e-51	1981.0
d1h6ka2.pdb	190	1.862e-30	1515.0
d1xaua_.pdb	104	1.863e-22	996.0
d2j01y1.pdb	100	1.752e-20	845.0
d2yb6a_.pdb	149	3.786e-33	1266.0
d2r8ba1.pdb	203	1.769e-45	1785.0
d1sjya_.pdb	154	9.141e-34	1317.0
d2cr5a1.pdb	96	1.368e-21	832.0
d2hqxa1.pdb	90	1.148e-18	749.0
d3mdda2.pdb	231	9.932e-52	2034.0
d1xfda1.pdb	465	4.086e-89	4316.0
d1qd1a2.pdb	140	3.68e-30	1191.0
d2apra_.pdb	325	3.975e-73	3148.0
d1mkia_.pdb	312	7.539e-59	2644.0
d3hmca_.pdb	189	2.615e-44	1676.0
d1qo2a_.pdb	241	9.752e-50	2036.0
d1f7ca_.pdb	182	1.469e-27	1401.0
d1vkma_.pdb	292	1.607e-62	2421.0
d1o1za_.pdb	226	1.298e-48	1831.0
d3hgma_.pdb	147	5.895e-33	1222.0
d1ppjd1.pdb	195	5.218e-42	1652.0
d1ws8a_.pdb	104	1.709e-25	980.0
d2gysa2.pdb	109	1.46e-22	1008.0
d1b74a1.pdb	105	2.655e-23	840.0
d1p7ba1.pdb	142	7.526e-30	1251.0
d1xkua_.pdb	305	4.387e-54	2700.0
d2joya1.pdb	96	9.932e-19	759.0
d3mu7a_.pdb	273	2.407e-63	2383.0
d2v0fa1.pdb	87	2.108e-19	721.0
d3m5ja_.pdb	310	5.755e-68	2911.0
d1vk3a2.pdb	162	4.997e-36	1352.0
d3fsia_.pdb	248	3.08e-55	2161.0
d1oeya_.pdb	82	1.139e-18	701.0
d1v58a1.pdb	169	5.205e-36	1431.0
